Sample_ID,short_ENA_accession,short_Genbank_accession,Year of Isolation,Month of Isolation,ST_Shortened,Collection,Source,Location,Province,ProvinceLocation,Province_Capital_Latitude,Province_Capital_Longitutde,Hospital,MIC_ESBL,ESBL,MIC_Ampicillin,Ampicillin,MIC_Amoxicillin/Clavulanic Acid,Amoxicillin/Clavulanic Acid,MIC_Piperacillin/Tazobactam,Piperacillin/Tazobactam,MIC_Cefalotin,Cefalotin,MIC_Cefoxitin,Cefoxitin,MIC_Ceftazidime,Ceftazidime,MIC_Ceftriaxone,Ceftriaxone,MIC_Cefepime,Cefepime,MIC_Imipenem,Imipenem,MIC_Meropenem,Meropenem,MIC_Amikacin,Amikacin,MIC_Gentamicin,Gentamicin,MIC_Ciprofloxacin,Ciprofloxacin,MIC_Tigecycline,Tigecycline,MIC_Nitrofurantoin,Nitrofurantoin,MIC_Trimethoprim/ Sulfamethoxazole,Trimethoprim/ Sulfamethoxazole
H246,ERR12528878,SAMN39649356,2023,9,ST2096,MOHUTI,UC,AlHasa,AlHasa,East,25.38327237,49.5899644,HHB,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,2,S,>= 16,R,>= 64,R,>= 16,R,>= 4,R,4,I,256,R,>= 320,R
H249,ERR12528977,SAMN39649357,2022,10,ST2096,MOHUTI,UC,AlHasa,AlHasa,East,25.38327237,49.5899644,HHB,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,2,S,>= 16,R,>= 64,R,>= 16,R,>= 4,R,>= 8,R,256,R,>= 320,R
H251,ERR12528974,SAMN39649358,2022,9,ST2096,MOHUTI,UC,AlHasa,AlHasa,East,25.38327237,49.5899644,HHB,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,2,S,8,I,>= 64,R,>= 16,R,>= 4,R,4,I,256,R,>= 320,R
H257,ERR12528938,SAMN39649359,2023,9,ST2096,MOHUTI,UC,AlHasa,AlHasa,East,25.38327237,49.5899644,HHB,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,2,S,>= 16,R,>= 64,R,>= 16,R,>= 4,R,4,I,256,R,>= 320,R
H262,ERR12529039,SAMN39649360,2022,10,ST2096,MOHUTI,UC,AlHasa,AlHasa,East,25.38327237,49.5899644,HHB,NEG,-,>= 32,R,NA,NA,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,0.5*,*I,1,S,>= 64,R,>= 16,R,>= 4,R,2,S,256,R,>= 320,R
H264,ERR12528958,SAMN39649361,2022,8,ST2096,MOHUTI,UC,AlHasa,AlHasa,East,25.38327237,49.5899644,HHB,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,2,S,>= 16,R,>= 64,R,>= 16,R,>= 4,R,4,I,256,R,>= 320,R
HA-107,ERR12528927,SAMN39649362,2022,11,ST45,MOHUTI,UC,Hail,Hail,NorthWest,27.51785834,41.71945209,HARA,POS,+,>= 32,R,4,S,<= 4,S,>= 64,R,<= 4,S,16,I,>= 64,R,2,S,0.5,S,<= 0.25,S,>= 64,R,>= 16,R,1,R,2,S,64,I,>= 320,R
J1093,ERR12528971,SAMN39649367,2022,11,ST502,MOHUTI,UC,Jeddah,Makkah,SouthWest,21.28918403,40.42073622,JHC,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,8,R,>= 16,R,<= 2,S,>= 16,R,>= 4,R,>= 8,R,128,R,>= 320,R
J1141,ERR12529011,SAMN39649368,2022,11,ST502,MOHUTI,UC,Jeddah,Makkah,SouthWest,21.28918403,40.42073622,JHB,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,<= 2,S,>= 16,R,>= 4,R,>= 8,R,128,R,40,S
J13,ERR12528982,SAMN39649369,2022,10,ST231,MOHUTI,UC,Jeddah,Makkah,SouthWest,21.28918403,40.42073622,JHA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,>= 64,R,>= 16,R,>= 4,R,1,S,256,R,>= 320,R
J14,ERR12529038,SAMN39649370,2022,1,ST2096,MOHUTI,UC,Jeddah,Makkah,SouthWest,21.28918403,40.42073622,JHA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,2,S,>= 16,R,>= 64,R,2,S,>= 4,R,>= 8,R,256,R,>= 320,R
J140,ERR12528916,SAMN39649371,2022,5,ST147,MOHUTI,UC,Jeddah,Makkah,SouthWest,21.28918403,40.42073622,JHC,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,32,I,<= 1,S,>= 4,R,4,I,256,R,>= 320,R
J151,ERR12528922,SAMN39649372,2022,5,ST231,MOHUTI,UC,Jeddah,Makkah,SouthWest,21.28918403,40.42073622,JHC,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,>= 64,R,>= 16,R,>= 4,R,<= 0.5,S,256,R,>= 320,R
J180,ERR12528950,SAMN39649373,2022,5,ST2096,MOHUTI,UC,Jeddah,Makkah,SouthWest,21.28918403,40.42073622,JHB,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,4,*R,8,R,8,*R,2,S,>= 16,R,4,S,<= 1,S,>= 4,R,4,I,256,R,160,R
J22,ERR12529004,SAMN39649374,2022,2,ST231,MOHUTI,UC,Jeddah,Makkah,SouthWest,21.28918403,40.42073622,JHA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,>= 64,R,>= 16,R,>= 4,R,4,I,256,R,>= 320,R
J245,ERR12529055,SAMN39649375,2022,12,ST147,MOHUTI,UC,Jeddah,Makkah,SouthWest,21.28918403,40.42073622,JHC,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,32,I,<= 1,S,>= 4,R,4,I,256,R,>= 320,R
J261,ERR12528913,SAMN39649376,2022,6,ST16,MOHUTI,UC,Jeddah,Makkah,SouthWest,21.28918403,40.42073622,JHC,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,>= 64,R,>= 16,R,>= 4,R,4,I,256,R,>= 320,R
J267,ERR12528970,SAMN39649377,2022,12,ST2096,MOHUTI,UC,Jeddah,Makkah,SouthWest,21.28918403,40.42073622,JHC,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,1*,*I,>= 16,R,>= 64,R,<= 1,S,>= 4,R,>= 8,R,256,R,>= 320,R
J27,ERR12528937,SAMN39649378,2022,7,ST231,MOHUTI,UC,Jeddah,Makkah,SouthWest,21.28918403,40.42073622,JHA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,8,R,>= 16,R,>= 64,R,>= 16,R,>= 4,R,>= 8,R,256,R,>= 320,R
J270,ERR12528968,SAMN39649379,2022,6,ST39,MOHUTI,UC,Jeddah,Makkah,SouthWest,21.28918403,40.42073622,JHC,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,16,*I,<= 1,S,2,R,4,I,128,R,>= 320,R
J324,ERR12528973,SAMN39649381,2022,6,ST11,MOHUTI,UC,Jeddah,Makkah,SouthWest,21.28918403,40.42073622,JRA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,>= 64,R,>= 16,R,>= 4,R,1,S,>= 512,R,>= 320,R
J427,ERR12528908,SAMN39649382,2022,7,ST2096,MOHUTI,UC,Jeddah,Makkah,SouthWest,21.28918403,40.42073622,JHC,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,1*,*I,>= 16,R,>= 64,R,2,S,>= 4,R,>= 8,R,256,R,>= 320,R
J48,ERR12528978,SAMN39649383,2022,8,ST231,MOHUTI,UC,Jeddah,Makkah,SouthWest,21.28918403,40.42073622,JHB,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,<= 2,S,<= 1,S,>= 4,R,4,I,256,R,>= 320,R
J491,ERR12528995,SAMN39649384,2022,7,ST307,MOHUTI,UC,Jeddah,Makkah,SouthWest,21.28918403,40.42073622,JHC,POS,+,>= 32,R,4,S,16,I,>= 64,R,8,S,16,I,>= 64,R,2,S,<= 0.25,S,<= 0.25,S,<= 2,S,<= 1,S,>= 4,R,4,I,256,R,>= 320,R
J51,ERR12529007,SAMN39649385,2022,7,ST2096,MOHUTI,UC,Jeddah,Makkah,SouthWest,21.28918403,40.42073622,JHB,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,2,S,>= 16,R,>= 64,R,>= 16,R,>= 4,R,2,S,256,R,>= 320,R
J52,ERR12528896,SAMN39649386,2022,12,ST231,MOHUTI,UC,Jeddah,Makkah,SouthWest,21.28918403,40.42073622,JHB,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,<= 2,S,<= 1,S,>= 4,R,4,I,256,R,>= 320,R
J550,ERR12528985,SAMN39649387,2022,7,ST147,MOHUTI,UC,Jeddah,Makkah,SouthWest,21.28918403,40.42073622,JHC,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,16,*I,<= 1,S,>= 4,R,>= 8,R,256,R,>= 320,R
J592,ERR12529050,SAMN39649388,2022,11,ST2096,MOHUTI,UC,Jeddah,Makkah,SouthWest,21.28918403,40.42073622,JHC,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,2,S,>= 16,R,>= 64,R,>= 16,R,>= 4,R,4,I,256,R,>= 320,R
J60,ERR12528890,SAMN39649389,2022,4,ST231,MOHUTI,UC,Jeddah,Makkah,SouthWest,21.28918403,40.42073622,JHB,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,>= 64,R,>= 16,R,>= 4,R,<= 0.5,S,256,R,>= 320,R
J61,ERR12528983,SAMN39649390,2022,4,ST231,MOHUTI,UC,Jeddah,Makkah,SouthWest,21.28918403,40.42073622,JHB,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,>= 64,R,>= 16,R,>= 4,R,4,I,256,R,>= 320,R
J755,ERR12528897,SAMN39649391,2022,9,ST2096,MOHUTI,UC,Jeddah,Makkah,SouthWest,21.28918403,40.42073622,JHC,POS,+,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,<= 0.25,S,<= 0.25,S,>= 64,R,>= 16,R,>= 4,R,4,I,256,R,>= 320,R
J788,ERR12528975,SAMN39649392,2022,8,ST2096,MOHUTI,UC,Jeddah,Makkah,SouthWest,21.28918403,40.42073622,JHC,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,2,S,>= 16,R,>= 64,R,>= 16,R,>= 4,R,>= 8,R,256,R,>= 320,R
J798,ERR12528911,SAMN39649393,2022,8,ST2096,MOHUTI,UC,Jeddah,Makkah,SouthWest,21.28918403,40.42073622,JHC,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,4,I,>= 16,R,>= 64,R,2,S,>= 4,R,>= 8,R,256,R,>= 320,R
J82,ERR12528989,SAMN39649394,2022,12,ST2096,MOHUTI,UC,Jeddah,Makkah,SouthWest,21.28918403,40.42073622,JHA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,>= 64,R,<= 1,S,>= 4,R,4,I,256,R,>= 320,R
J841,ERR12528880,SAMN39649395,2022,9,ST147,MOHUTI,UC,Jeddah,Makkah,SouthWest,21.28918403,40.42073622,JHA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,32,I,<= 1,S,>= 4,R,4,I,>= 512,R,>= 320,R
J876,ERR12528920,SAMN39649396,2022,9,ST147,MOHUTI,UC,Jeddah,Makkah,SouthWest,21.28918403,40.42073622,JHA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,16,*I,<= 1,S,>= 4,R,>= 8,R,256,R,>= 320,R
J878,ERR12528910,SAMN39649397,2022,9,ST147,MOHUTI,UC,Jeddah,Makkah,SouthWest,21.28918403,40.42073622,JHA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,2,S,>= 16,R,16,*I,<= 1,S,>= 4,R,>= 8,R,256,R,>= 320,R
J890,ERR12528914,SAMN39649398,2022,9,ST3626,MOHUTI,UC,Jeddah,Makkah,SouthWest,21.28918403,40.42073622,JHA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,2,*R,>= 16,R,>= 16,R,<= 2,S,<= 1,S,0.5,I,<= 0.5,S,32,S,>= 320,R
J907,ERR12528984,SAMN39649399,2022,9,ST231,MOHUTI,UC,Jeddah,Makkah,SouthWest,21.28918403,40.42073622,JHA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,2,S,>= 16,R,<= 2,S,<= 1,S,>= 4,R,<= 0.5,S,256,R,<= 20,S
J911,ERR12528980,SAMN39649400,2022,10,ST432,MOHUTI,UC,Jeddah,Makkah,SouthWest,21.28918403,40.42073622,JHC,POS,+,>= 32,R,8,S,<= 4,S,>= 64,R,<= 4,S,8,S,>= 64,R,2,S,<= 0.25,S,<= 0.25,S,<= 2,S,<= 1,S,0.5,I,1,S,64,I,>= 320,R
JZ17,ERR12528979,SAMN39649401,2022,2,ST147,MOHUTI,UC,Jazan,Jazan,SouthWest,16.89354904,42.57163172,JZRA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,<= 2,S,<= 1,S,>= 4,R,4,I,256,R,>= 320,R
J3,ERR12529041,SAMN39649380,2022,3,ST101,MOHUTI,UC,Jeddah,Makkah,SouthWest,21.28918403,40.42073622,JHA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,2,S,>= 16,R,4,S,<= 1,S,>= 4,R,4,I,256,R,>= 320,R
M1128,ERR12528882,SAMN39649411,2022,10,ST383,MOHUTI,UC,AlMadinah,AlMadinah,West,24.52534326,39.5907648,MRA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,>= 64,R,4,*I,>= 4,R,2,S,256,R,>= 320,R
M1146,ERR12529018,SAMN39649412,2022,10,ST469,MOHUTI,UC,AlMadinah,AlMadinah,West,24.52534326,39.5907648,MRA,POS,+,>= 32,R,>= 32,R,>= 128,R,>= 64,R,<= 4,*R,2,*R,>= 64,R,2,*R,2,S,1,S,>= 64,R,<= 1,S,<= 0.25,S,<= 0.5,S,128,R,<= 20,S
M1191,ERR12528889,SAMN39649413,2022,10,ST2096,MOHUTI,UC,AlMadinah,AlMadinah,West,24.52534326,39.5907648,MRA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,2,S,>= 16,R,>= 64,R,>= 16,R,>= 4,R,4,I,256,R,>= 320,R
M120,ERR12528894,SAMN39649414,2022,2,ST147,MOHUTI,UC,AlMadinah,AlMadinah,West,24.52534326,39.5907648,MHA,POS,+,>= 32,R,>= 32,R,>= 128,R,>= 64,R,8,*R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,8,I,4,S,>= 16,R,>= 4,R,>= 8,R,256,R,>= 320,R
M1336,ERR12528885,SAMN39649415,2022,11,ST437,MOHUTI,UC,AlMadinah,AlMadinah,West,24.52534326,39.5907648,MRA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,<= 2,S,<= 1,S,>= 4,R,<= 0.5,S,>= 512,R,>= 320,R
M1353,ERR12529010,SAMN39649416,2022,10,ST2096,MOHUTI,UC,AlMadinah,AlMadinah,West,24.52534326,39.5907648,MRA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,2,S,>= 16,R,>= 64,R,>= 16,R,>= 4,R,4,I,256,R,>= 320,R
M1357,ERR12529013,SAMN39649417,2022,11,ST2096,MOHUTI,UC,AlMadinah,AlMadinah,West,24.52534326,39.5907648,MRA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,2,S,>= 16,R,>= 64,R,>= 16,R,>= 4,R,4,I,256,R,>= 320,R
M1382,ERR12528879,SAMN39649418,2022,11,ST2096,MOHUTI,UC,AlMadinah,AlMadinah,West,24.52534326,39.5907648,MRA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,2,S,>= 16,R,>= 64,R,>= 16,R,>= 4,R,>= 8,R,256,R,>= 320,R
M213,ERR12528905,SAMN39649419,2022,5,ST2096,MOHUTI,UC,AlMadinah,AlMadinah,West,24.52534326,39.5907648,MHA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,2,S,>= 16,R,>= 64,R,2,S,>= 4,R,>= 8,R,256,R,>= 320,R
M221,ERR12528906,SAMN39649420,2022,7,ST2096,MOHUTI,UC,AlMadinah,AlMadinah,West,24.52534326,39.5907648,MHA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,2,S,>= 16,R,16,*I,<= 1,S,>= 4,R,4,I,256,R,40,S
M254,ERR12528887,SAMN39649421,2022,3,ST147,MOHUTI,UC,AlMadinah,AlMadinah,West,24.52534326,39.5907648,MHA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,>= 64,R,>= 16,R,>= 4,R,4,I,>= 512,R,>= 320,R
M269,ERR12528888,SAMN39649422,2022,3,ST45,MOHUTI,UC,AlMadinah,AlMadinah,West,24.52534326,39.5907648,MRA,POS,+,>= 32,R,8,S,<= 4,S,>= 64,R,<= 4,S,4,S,>= 64,R,2,S,<= 0.25,S,<= 0.25,S,<= 2,S,<= 1,S,0.5,I,<= 0.5,S,64,I,<= 20,S
M278,ERR12528881,SAMN39649423,2022,3,ST2096,MOHUTI,UC,AlMadinah,AlMadinah,West,24.52534326,39.5907648,MRA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,1*,*I,>= 16,R,>= 64,R,>= 16,R,>= 4,R,4,I,256,R,>= 320,R
M471,ERR12528898,SAMN39649424,2022,5,ST261,MOHUTI,UC,AlMadinah,AlMadinah,West,24.52534326,39.5907648,MRA,NEG,-,>= 32,R,8,S,<= 4,S,4,S,<= 4,S,<= 1,S,<= 1,S,<= 1,S,<= 0.25,S,<= 0.25,S,<= 2,S,<= 1,S,1,R,1,S,128,R,>= 320,R
M478,ERR12529042,SAMN39649425,2022,5,ST307,MOHUTI,UC,AlMadinah,AlMadinah,West,24.52534326,39.5907648,MRA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,16,*I,>= 16,R,>= 4,R,2,S,<= 16,S,<= 20,S
M558,ERR12529002,SAMN39649426,2022,5,ST147,MOHUTI,UC,AlMadinah,AlMadinah,West,24.52534326,39.5907648,MRA,POS,+,>= 32,R,>= 32,R,>= 128,R,>= 64,R,8,*R,>= 64,R,>= 64,R,32,R,2,S,1,S,<= 2,S,8,*R,>= 4,R,4,I,128,R,<= 20,S
M615,ERR12528994,SAMN39649427,2022,6,ST2096,MOHUTI,UC,AlMadinah,AlMadinah,West,24.52534326,39.5907648,MRA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,>= 64,R,>= 16,R,>= 4,R,4,I,256,R,>= 320,R
M825,ERR12528997,SAMN39649428,2022,7,ST2096,MOHUTI,UC,AlMadinah,AlMadinah,West,24.52534326,39.5907648,MRA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,2,S,>= 16,R,>= 64,R,>= 16,R,>= 4,R,4,I,256,R,>= 320,R
M873,ERR12528893,SAMN39649429,2022,8,ST2096,MOHUTI,UC,AlMadinah,AlMadinah,West,24.52534326,39.5907648,MRA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,2,S,>= 16,R,>= 64,R,>= 16,R,>= 4,R,4,I,256,R,>= 320,R
M891,ERR12528907,SAMN39649430,2022,8,ST2096,MOHUTI,UC,AlMadinah,AlMadinah,West,24.52534326,39.5907648,MRA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,2,S,>= 16,R,>= 64,R,>= 16,R,>= 4,R,4,I,256,R,>= 320,R
M905,ERR12528877,SAMN39649431,2022,8,ST2096,MOHUTI,UC,AlMadinah,AlMadinah,West,24.52534326,39.5907648,MRA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,2,S,>= 16,R,>= 64,R,>= 16,R,>= 4,R,4,I,256,R,>= 320,R
M936,ERR12528990,SAMN39649432,2022,8,ST2096,MOHUTI,UC,AlMadinah,AlMadinah,West,24.52534326,39.5907648,MRA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,2,S,>= 16,R,32,I,<= 1,S,>= 4,R,4,I,256,R,>= 320,R
M945,ERR12529044,SAMN39649433,2022,8,ST147,MOHUTI,UC,AlMadinah,AlMadinah,West,24.52534326,39.5907648,MRA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,<= 2,S,8,*R,>= 4,R,>= 8,R,256,R,>= 320,R
MK75,ERR12528899,SAMN39649434,2023,8,ST485,MOHUTI,UC,Makkah,Makkah,SouthWest,21.28918403,40.42073622,MKHA,POS,+,>= 32,R,16,I,8,S,>= 64,R,<= 4,S,4,S,16,R,<= 1,S,<= 0.25,S,<= 0.25,S,<= 2,S,>= 16,R,>= 4,R,1,S,64,I,<= 20,S
N1029,ERR12529049,SAMN39649435,2022,11,ST2096,MOHUTI,UC,Najran,Najran,SouthWest,17.56927051,44.22684712,NHB,NEG,-,>= 32,R,NA,NA,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,<= 0.25*,*I,1,S,>= 64,R,2,S,>= 4,R,2,S,256,R,>= 320,R
N1049,ERR12528903,SAMN39649436,2022,11,ST2096,MOHUTI,UC,Najran,Najran,SouthWest,17.56927051,44.22684712,NHB,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,2,S,>= 16,R,>= 64,R,>= 16,R,>= 4,R,2,S,256,R,>= 320,R
N1050,ERR12528900,SAMN39649437,2022,11,ST2096,MOHUTI,UC,Najran,Najran,SouthWest,17.56927051,44.22684712,NHB,NEG,-,>= 32,R,NA,NA,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,1*,*I,8,I,>= 64,R,2,S,>= 4,R,2,S,256,R,>= 320,R
N1072,ERR12529048,SAMN39649438,2022,11,ST11,MOHUTI,UC,Najran,Najran,SouthWest,17.56927051,44.22684712,NHB,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,>= 64,R,>= 16,R,>= 4,R,4,I,>= 512,R,80,R
N1079,ERR12528959,SAMN39649439,2022,12,ST147,MOHUTI,UC,Najran,Najran,SouthWest,17.56927051,44.22684712,NHB,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,>= 64,R,>= 16,R,>= 4,R,>= 8,R,256,R,40,S
N169,ERR12528904,SAMN39649440,2022,9,ST101,MOHUTI,UC,Najran,Najran,SouthWest,17.56927051,44.22684712,NHB,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,2,S,>= 16,R,>= 64,R,>= 16,R,>= 4,R,2,S,>= 512,R,>= 320,R
N425,ERR12529051,SAMN39649441,2022,8,ST147,MOHUTI,UC,Najran,Najran,SouthWest,17.56927051,44.22684712,NRA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,>= 64,R,8,I,>= 4,R,4,I,256,R,>= 320,R
N495,ERR12528919,SAMN39649442,2022,7,ST101,MOHUTI,UC,Najran,Najran,SouthWest,17.56927051,44.22684712,NHD,POS,+,>= 32,R,NA,NA,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,<= 0.25*,*I,2,S,8,*I,<= 1,S,>= 4,R,4,I,>= 512,R,40,S
N619,ERR12528891,SAMN39649443,2023,8,ST231,MOHUTI,UC,Najran,Najran,SouthWest,17.56927051,44.22684712,NHD,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,8,R,>= 16,R,>= 64,R,>= 16,R,>= 4,R,4,I,256,R,>= 320,R
